Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_Delay_Percentage	Slice_LUTs	LUT_as_Logic	LUT_as_Memory	RegsFF	RegsLatch	ABC_Delay	ABC_Area
7110	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&if -W 300 -g -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.237	6.729	12.508	35	12743	12658	46200	4511	1680	2883.00	12118.0
14231	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&syn2;&b;&if -W 300 -K 6 -v;&mfs;
"	18.752	6.729	12.023	36	13009	12924	46200	4511	1680	3084.00	12559.0
3249	"&scorr;&sweep;&syn2;&if -W 300 -g -K 6;&syn2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.748	7.225	13.523	35	12937	12852	46200	4511	1680	3083.00	12482.0
2103	"&scorr;&sweep;&syn4;&synch2;&synch2;&if -W 300 -K 6 -v;&mfs;
"	19.232	6.704	12.528	35	12686	12601	46200	4511	1680	3387.00	12092.0
19872	"&scorr;&sweep;&if -W 300 -x -K 6;&b;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	20.720	7.137	13.583	35	13016	12931	46200	4511	1680	3083.00	12528.0
15370	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&b;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	17.990	6.481	11.509	37	13041	12956	46200	4511	1680	2884.00	12410.0
14640	"&scorr;&sweep;&dch;&if -W 300 -y -K 6;&syn4;&b;&if -W 300 -K 6 -v;&mfs;
"	18.710	6.598	12.112	36	13102	13017	46200	4511	1680	3085.00	12507.0
14520	"&scorr;&sweep;&syn3;&dc2;&syn4;&b;&if -W 300 -K 6 -v;&mfs;
"	26.301	8.497	17.804	33	13123	13038	46200	4511	1680	3629.00	12636.0
6257	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dch -f;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;
"	21.524	7.342	14.182	35	12735	12650	46200	4511	1680	3085.00	12201.0
12228	"&scorr;&sweep;&if -W 300 -x -K 6;&b;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;
"	19.877	6.970	12.907	36	13246	13161	46200	4511	1680	3084.00	12713.0
15554	"&scorr;&sweep;&dc2;&b;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	18.968	6.704	12.264	36	13180	13095	46200	4511	1680	3084.00	12654.0
1567	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	17.216	6.226	10.990	37	13962	13877	46200	4511	1680	2884.00	13306.0
11863	"&scorr;&sweep;&b -d;&if -W 300 -x -K 6;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.809	7.421	14.388	35	13185	13100	46200	4511	1680	3083.00	12746.0
7564	"&scorr;&sweep;&b;&if -W 300 -g -K 6;&synch2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.879	6.907	13.972	34	13061	12976	46200	4511	1680	3084.00	12607.0
3078	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&dc2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	17.655	6.393	11.262	37	13515	13430	46200	4511	1680	2883.00	12893.0
1351	"&scorr;&sweep;&if -W 300 -g -K 6;&dch -f;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	16623.0
3939	"&scorr;&sweep;&b -d;&dc2;&b -d;&dc2;&if -W 300 -K 6 -v;&mfs;
"	21.792	7.355	14.437	34	13972	13887	46200	4511	1680	3628.00	13607.0
1890	"&scorr;&sweep;&dc2;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.051	6.255	11.796	35	13742	13657	46200	4511	1680	3085.00	13209.0
15393	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	16.961	5.967	10.994	36	13537	13452	46200	4511	1680	3084.00	13050.0
5021	"&scorr;&sweep;&synch2;&if -W 300 -g -K 6;&dch;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.752	7.038	12.714	36	13038	12953	46200	4511	1680	3085.00	12501.0
16506	"&scorr;&sweep;&dc2;&syn3;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	23.218	7.676	15.542	34	13045	12960	46200	4511	1680	3628.00	12500.0
10915	"&scorr;&sweep;&synch2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.072	6.846	13.226	35	12710	12625	46200	4511	1680	2884.00	12055.0
4022	"&scorr;&sweep;&b;&if -W 300 -x -K 6;&b -d;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.270	7.935	10.335	44	13524	13439	46200	4511	1680	3084.00	13087.0
3944	"&scorr;&sweep;&dch;&dc2;&b -d;&dc2;&if -W 300 -K 6 -v;&mfs;
"	23.600	8.001	15.599	34	13331	13246	46200	4511	1680	3628.00	12790.0
315	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.019	6.598	11.421	37	13886	13801	46200	4511	1680	3083.00	13461.0
6219	"&scorr;&sweep;&syn4;&synch2;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;
"	21.324	7.200	14.124	34	12670	12585	46200	4511	1680	3084.00	12065.0
6301	"&scorr;&sweep;&syn2;&syn2;&syn4;&syn2;&if -W 300 -K 6 -v;&mfs;
"	23.252	7.714	15.538	34	12884	12799	46200	4511	1680	3325.00	12446.0
1757	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;
"	17.859	6.208	11.651	35	13915	13830	46200	4511	1680	2884.00	13276.0
4568	"&scorr;&sweep;&b;&syn4;&if -W 300 -y -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.443	7.173	13.270	36	13621	13536	46200	4511	1680	3084.00	13085.0
2376	"&scorr;&sweep;&dch;&dc2;&dch -f;&if -W 300 -K 6 -v;&mfs;
"	22.733	7.877	14.856	35	13426	13341	46200	4511	1680	3628.00	12885.0
6762	"&scorr;&sweep;&dc2;&if -W 300 -x -K 6;&b -d;&syn2;&if -W 300 -K 6 -v;&mfs;
"	18.600	6.704	11.896	37	13314	13229	46200	4511	1680	3083.00	12791.0
16626	"&scorr;&sweep;&if -W 300 -y -K 6;&dch;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	19.117	6.846	12.271	36	13042	12957	46200	4511	1680	3086.00	12500.0
4939	"&scorr;&sweep;&dch -f;&syn2;&dch;&dc2;&if -W 300 -K 6 -v;&mfs;
"	24.625	8.249	16.376	34	13025	12940	46200	4511	1680	3326.00	12460.0
9618	"&scorr;&sweep;&dc2;&dc2;&if -W 300 -x -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	18.662	6.704	11.958	36	13064	12979	46200	4511	1680	3084.00	12513.0
5522	"&scorr;&sweep;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&st;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.742	6.810	12.932	35	13272	13187	46200	4511	1680	3085.00	12779.0
8686	"&scorr;&sweep;&if -W 300 -x -K 6;&syn4;&syn2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	22.118	7.466	14.652	34	12779	12694	46200	4511	1680	3083.00	12221.0
13807	"&scorr;&sweep;&syn4;&b -d;&if -W 300 -K 6 -v;&st;&syn4;&if -W 300 -K 6 -v;&mfs;
"										1843.00	15911.0
14055	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -y -K 6;&dc2;&b;&if -W 300 -K 6 -v;&mfs;
"	20.429	7.094	13.335	35	13393	13308	46200	4511	1680	3084.00	12896.0
2036	"&scorr;&sweep;&if -W 300 -x -K 6;&b;&synch2;&if -W 300 -K 6 -v;&mfs;
"	19.319	6.693	12.626	35	13053	12968	46200	4511	1680	3082.00	12625.0
8488	"&scorr;&sweep;&b;&syn4;&dc2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	28.749	9.117	19.632	32	13441	13356	46200	4511	1680	3629.00	12891.0
14552	"&scorr;&sweep;&if -W 300 -x -K 6;&syn3;&syn4;&b;&if -W 300 -K 6 -v;&mfs;
"	21.284	7.297	13.987	35	13207	13122	46200	4511	1680	3085.00	12679.0
18338	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	18217.0
9053	"&scorr;&sweep;&synch2;&syn2;&syn4;&syn3;&if -W 300 -K 6 -v;&mfs;
"	21.605	7.421	14.184	35	12960	12875	46200	4511	1680	3084.00	12509.0
15932	"&scorr;&sweep;&dc2;&syn4;&dch;&b;&if -W 300 -K 6 -v;&mfs;
"	24.765	7.924	16.841	32	13546	13461	46200	4511	1680	3629.00	12938.0
6932	"&scorr;&sweep;&syn3;&b;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	22.094	7.324	14.770	34	12823	12738	46200	4511	1680	3083.00	12360.0
18044	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&st;&if -W 300 -x -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	18120.0
2160	"&scorr;&sweep;&b;&if -W 300 -K 6 -v;&st;&synch2;&if -W 300 -K 6 -v;&mfs;
"	19.231	6.846	12.385	36	12838	12753	46200	4511	1680	3385.00	12350.0
7893	"&scorr;&sweep;&dch -f;&syn3;&dch -f;&syn2;&if -W 300 -K 6 -v;&mfs;
"	25.724	8.497	17.227	34	12842	12757	46200	4511	1680	3325.00	12277.0
19840	"&scorr;&sweep;&syn3;&syn3;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	21.967	7.428	14.539	34	12790	12705	46200	4511	1680	3082.00	12342.0
21141	"&scorr;&sweep;&syn2;&dch -f;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.789	7.038	12.751	36	13028	12943	46200	4511	1680	3083.00	12521.0
15600	"&scorr;&sweep;&b;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	18.543	6.562	11.981	36	13442	13357	46200	4511	1680	3082.00	13085.0
12814	"&scorr;&sweep;&b;&b;&if -W 300 -y -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.242	7.049	13.193	35	13153	13068	46200	4511	1680	3083.00	12785.0
20533	"&scorr;&sweep;&synch2;&synch2;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"										1789.00	16791.0
12001	"&scorr;&sweep;&syn4;&syn3;&b;&syn4;&if -W 300 -K 6 -v;&mfs;
"	22.356	7.545	14.811	34	13114	13029	46200	4511	1680	3628.00	12578.0
19868	"&scorr;&sweep;&syn3;&b;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	22.126	7.552	14.574	35	12790	12705	46200	4511	1680	3081.00	12364.0
14934	"&scorr;&sweep;&dch;&syn2;&b -d;&b;&if -W 300 -K 6 -v;&mfs;
"	23.089	8.008	15.081	35	12952	12867	46200	4511	1680	3325.00	12395.0
2028	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&synch2;&if -W 300 -K 6 -v;&mfs;
"	19.114	6.722	12.392	36	12658	12573	46200	4511	1680	3187.00	12026.0
5389	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&if -W 300 -K 6 -v;&mfs;
"										1789.00	16822.0
9690	"&scorr;&sweep;&syn3;&b -d;&if -W 300 -x -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	21.000	7.218	13.782	35	12880	12795	46200	4511	1680	3083.00	12462.0
7085	"&scorr;&sweep;&syn2;&syn2;&if -W 300 -g -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.385	7.094	13.291	35	12667	12582	46200	4511	1680	3082.00	12203.0
9064	"&scorr;&sweep;&if -W 300 -x -K 6;&syn3;&syn4;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.635	7.173	13.462	35	12919	12834	46200	4511	1680	3083.00	12433.0
18807	"&scorr;&sweep;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&dch;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	17697.0
20361	"&scorr;&sweep;&b -d;&dch -f;&b;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	20.012	7.264	12.748	37	14009	13924	46200	4511	1680	3325.00	13612.0
3403	"&scorr;&sweep;&syn2;&b;&syn3;&dc2;&if -W 300 -K 6 -v;&mfs;
"	25.318	8.373	16.945	34	12944	12859	46200	4511	1680	3325.00	12485.0
6803	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -y -K 6;&b -d;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.866	6.722	13.144	34	13123	13038	46200	4511	1680	3085.00	12668.0
3953	"&scorr;&sweep;&b -d;&syn2;&b -d;&dc2;&if -W 300 -K 6 -v;&mfs;
"	22.176	7.753	14.423	35	13369	13284	46200	4511	1680	3325.00	12882.0
1282	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	17275.0
258	"&scorr;&sweep;&if -W 300 -x -K 6;&syn4;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.557	6.722	12.835	35	13682	13597	46200	4511	1680	3084.00	13128.0
5961	"&scorr;&sweep;&dch -f;&b;&syn2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	23.358	7.800	15.558	34	12895	12810	46200	4511	1680	3325.00	12334.0
17966	"&scorr;&sweep;&b;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	16855.0
11257	"&scorr;&sweep;&syn2;&b -d;&dc2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	27.961	8.869	19.092	32	13281	13196	46200	4511	1680	3326.00	12790.0
19846	"&scorr;&sweep;&if -W 300 -y -K 6;&syn3;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	20.939	7.304	13.635	35	12812	12727	46200	4511	1680	3083.00	12346.0
15801	"&scorr;&sweep;&synch2;&if -W 300 -g -K 6;&synch2;&b;&if -W 300 -K 6 -v;&mfs;
"	19.211	6.914	12.297	36	12885	12800	46200	4511	1680	3083.00	12435.0
15381	"&scorr;&sweep;&synch2;&b -d;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	19.248	6.835	12.413	36	13136	13051	46200	4511	1680	3084.00	12710.0
19651	"&scorr;&sweep;&synch2;&syn3;&syn2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	20.745	7.137	13.608	35	12859	12774	46200	4511	1680	3084.00	12473.0
9107	"&scorr;&sweep;&if -W 300 -g -K 6;&b -d;&syn4;&syn3;&if -W 300 -K 6 -v;&mfs;
"	21.684	7.349	14.335	34	12953	12868	46200	4511	1680	3083.00	12558.0
5071	"&scorr;&sweep;&syn4;&dch -f;&dch;&dc2;&if -W 300 -K 6 -v;&mfs;
"	24.857	8.256	16.601	34	13629	13544	46200	4511	1680	3629.00	13029.0
2452	"&scorr;&sweep;&syn3;&if -W 300 -x -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;
"	21.282	7.123	14.159	34	12799	12714	46200	4511	1680	3083.00	12243.0
11529	"&scorr;&sweep;&if -W 300 -g -K 6;&dch;&syn2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.396	6.952	13.444	35	13290	13205	46200	4511	1680	3084.00	12748.0
3990	"&scorr;&sweep;&dc2;&b;&b -d;&dc2;&if -W 300 -K 6 -v;&mfs;
"	23.048	7.428	15.620	33	13306	13221	46200	4511	1680	3628.00	12777.0
5272	"&scorr;&sweep;&if -W 300 -y -K 6;&dch -f;&dch -f;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.166	6.846	12.320	36	13735	13650	46200	4511	1680	3085.00	13235.0
17716	"&scorr;&sweep;&if -W 300 -x -K 6;&b;&b -d;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	15793.0
5697	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&st;&dc2;&if -W 300 -K 6 -v;&mfs;
"	17.499	6.453	11.046	37	13832	13747	46200	4511	1680	3388.00	13427.0
7547	"&scorr;&sweep;&syn2;&if -W 300 -x -K 6;&synch2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.029	7.173	12.856	36	12923	12838	46200	4511	1680	3083.00	12432.0
8768	"&scorr;&sweep;&b;&synch2;&syn2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	22.189	7.430	14.759	34	12654	12569	46200	4511	1680	3083.00	12153.0
17946	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	18485.0
19391	"&scorr;&sweep;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&st;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	17701.0
17096	"&scorr;&sweep;&syn3;&syn3;&syn3;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	14249.0
6516	"&scorr;&sweep;&if -W 300 -x -K 6;&syn3;&b;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.233	6.846	13.387	34	12993	12908	46200	4511	1680	3082.00	12496.0
11239	"&scorr;&sweep;&dch -f;&syn4;&dc2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	28.317	9.000	19.317	32	13526	13441	46200	4511	1680	3629.00	12950.0
3670	"&scorr;&sweep;&syn3;&synch2;&syn4;&dc2;&if -W 300 -K 6 -v;&mfs;
"	21.765	7.421	14.344	35	13595	13510	46200	4511	1680	3386.00	13117.0
14742	"&scorr;&sweep;&dc2;&syn3;&b;&b;&if -W 300 -K 6 -v;&mfs;
"	23.593	7.800	15.793	34	13041	12956	46200	4511	1680	3628.00	12484.0
17448	"&scorr;&sweep;&b;&if -W 300 -K 6 -v;&st;&syn4;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	16170.0
17284	"&scorr;&sweep;&if -W 300 -y -K 6;&syn2;&syn4;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	15845.0
9821	"&scorr;&sweep;&if -W 300 -g -K 6;&dc2;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	18.632	6.801	11.831	37	13341	13256	46200	4511	1680	3085.00	12846.0
6513	"&scorr;&sweep;&syn4;&syn3;&b;&syn2;&if -W 300 -K 6 -v;&mfs;
"	23.832	7.838	15.994	33	12833	12748	46200	4511	1680	3325.00	12287.0
13559	"&scorr;&sweep;&if -W 300 -g -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.401	7.094	13.307	35	12971	12886	46200	4511	1680	2884.00	12320.0
14092	"&scorr;&sweep;&if -W 300 -y -K 6;&dch -f;&dc2;&b;&if -W 300 -K 6 -v;&mfs;
"	18.386	6.397	11.989	35	13477	13392	46200	4511	1680	3086.00	12968.0
18731	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -x -K 6;&dch;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	15860.0
4058	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&b -d;&dc2;&if -W 300 -K 6 -v;&mfs;
"	17.322	6.535	10.787	38	13831	13746	46200	4511	1680	2883.00	13227.0
2108	"&scorr;&sweep;&if -W 300 -y -K 6;&synch2;&synch2;&if -W 300 -K 6 -v;&mfs;
"	19.030	6.562	12.468	35	12991	12906	46200	4511	1680	3083.00	12459.0
14449	"&scorr;&sweep;&syn2;&synch2;&syn3;&b;&if -W 300 -K 6 -v;&mfs;
"	21.441	7.218	14.223	34	12764	12679	46200	4511	1680	3083.00	12343.0
9932	"&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	18.514	6.722	11.792	37	12982	12897	46200	4511	1680	3084.00	12511.0
14513	"&scorr;&sweep;&synch2;&if -W 300 -K 6 -v;&st;&syn3;&b;&if -W 300 -K 6 -v;&mfs;
"	20.987	7.218	13.769	35	12607	12522	46200	4511	1680	3386.00	12159.0
13398	"&scorr;&sweep;&dc2;&b;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;
"	23.928	8.001	15.927	34	13107	13022	46200	4511	1680	3629.00	12537.0
11096	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&st;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.064	6.846	12.218	36	12953	12868	46200	4511	1680	3083.00	12415.0
18928	"&scorr;&sweep;&dc2;&if -W 300 -g -K 6;&dch -f;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	16254.0
16053	"&scorr;&sweep;&synch2;&dch -f;&dch;&b;&if -W 300 -K 6 -v;&mfs;
"	19.889	7.067	12.822	36	13148	13063	46200	4511	1680	3387.00	12647.0
6280	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&st;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.671	6.729	12.942	35	12751	12666	46200	4511	1680	3083.00	12238.0
8981	"&scorr;&sweep;&if -W 300 -g -K 6;&dch;&syn3;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.583	7.083	13.500	35	12881	12796	46200	4511	1680	3084.00	12329.0
9068	"&scorr;&sweep;&dch;&syn3;&syn4;&syn3;&if -W 300 -K 6 -v;&mfs;
"	27.445	8.544	18.901	32	12874	12789	46200	4511	1680	3629.00	12282.0
875	"&scorr;&sweep;&if -W 300 -g -K 6;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;
"	19.531	6.846	12.685	36	13352	13267	46200	4511	1680	3084.00	12917.0
16280	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&st;&dch -f;&b;&if -W 300 -K 6 -v;&mfs;
"	18.314	7.435	10.879	41	13401	13316	46200	4511	1680	3186.00	12806.0
805	"&scorr;&sweep;&if -W 300 -g -K 6;&dc2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	19.644	6.846	12.798	35	13490	13405	46200	4511	1680	3084.00	12937.0
16111	"&scorr;&sweep;&dch -f;&syn2;&dch -f;&b;&if -W 300 -K 6 -v;&mfs;
"	24.215	8.125	16.090	34	13029	12944	46200	4511	1680	3325.00	12480.0
12281	"&scorr;&sweep;&syn4;&if -W 300 -y -K 6;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.232	7.297	13.935	35	13140	13055	46200	4511	1680	3084.00	12604.0
831	"&scorr;&sweep;&b -d;&syn3;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.643	7.225	14.418	34	13169	13084	46200	4511	1680	3628.00	12674.0
9214	"&scorr;&sweep;&syn3;&if -W 300 -K 6 -v;&st;&syn4;&syn3;&if -W 300 -K 6 -v;&mfs;
"	24.150	7.962	16.188	33	12937	12852	46200	4511	1680	3628.00	12455.0
1587	"&scorr;&sweep;&b -d;&dc2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;
"	17.551	6.463	11.088	37	14221	14136	46200	4511	1680	3085.00	13861.0
18324	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&if -W 300 -y -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	18217.0
8893	"&scorr;&sweep;&syn4;&b;&syn3;&syn3;&if -W 300 -K 6 -v;&mfs;
"	22.132	7.563	14.569	35	12765	12680	46200	4511	1680	3628.00	12213.0
4567	"&scorr;&sweep;&syn4;&syn4;&if -W 300 -y -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"	21.656	7.421	14.235	35	13494	13409	46200	4511	1680	3083.00	12933.0
13754	"&scorr;&sweep;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&st;&syn4;&if -W 300 -K 6 -v;&mfs;
"	19.856	6.846	13.010	35	13215	13130	46200	4511	1680	3084.00	12714.0
6262	"&scorr;&sweep;&b;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.798	7.094	13.704	35	12632	12547	46200	4511	1680	2884.00	11985.0
18609	"&scorr;&sweep;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1772.00	15483.0
14411	"&scorr;&sweep;&b -d;&if -W 300 -x -K 6;&syn3;&b;&if -W 300 -K 6 -v;&mfs;
"	19.363	6.853	12.510	36	13183	13098	46200	4511	1680	3083.00	12772.0
1102	"&scorr;&sweep;&dch;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	18.850	6.659	12.191	36	13113	13028	46200	4511	1680	3084.00	12559.0
8955	"&scorr;&sweep;&synch2;&if -W 300 -y -K 6;&syn3;&syn3;&if -W 300 -K 6 -v;&mfs;
"	21.926	7.342	14.584	34	12847	12762	46200	4511	1680	3084.00	12400.0
8916	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&syn3;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.897	7.094	13.803	34	12646	12561	46200	4511	1680	3187.00	11991.0
3595	"&scorr;&sweep;&dch -f;&syn4;&syn4;&dc2;&if -W 300 -K 6 -v;&mfs;
"	26.659	8.420	18.239	32	13475	13390	46200	4511	1680	3629.00	12917.0
11884	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.623	7.342	14.281	34	13069	12984	46200	4511	1680	2883.00	12404.0
17215	"&scorr;&sweep;&synch2;&dch;&syn3;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	15569.0
11811	"&scorr;&sweep;&synch2;&syn3;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.649	7.173	13.476	35	13337	13252	46200	4511	1680	3387.00	12884.0
7556	"&scorr;&sweep;&dch;&if -W 300 -x -K 6;&synch2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.015	7.173	12.842	36	12898	12813	46200	4511	1680	3084.00	12337.0
5970	"&scorr;&sweep;&if -W 300 -x -K 6;&b -d;&syn2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.624	6.843	12.781	35	13123	13038	46200	4511	1680	3083.00	12678.0
19827	"&scorr;&sweep;&syn4;&syn2;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	22.140	7.466	14.674	34	12828	12743	46200	4511	1680	3085.00	12281.0
