Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_Delay_Percentage	Slice_LUTs	LUT_as_Logic	LUT_as_Memory	RegsFF	RegsLatch	ABC_Delay	ABC_Area
14270	"&scorr;&sweep;&b;&dch;&syn2;&b;&if -W 300 -K 6 -v;&mfs;
"	24.898	8.380	16.518	34	13034	12949	46200	4511	1680	3325.00	12620.0
7364	"&scorr;&sweep;&dc2;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.249	6.835	12.414	36	13262	13177	46200	4511	1680	3084.00	12735.0
16502	"&scorr;&sweep;&dch;&syn2;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	22.726	7.877	14.849	35	12926	12841	46200	4511	1680	3325.00	12374.0
1488	"&scorr;&sweep;&b;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.511	6.790	11.721	37	13571	13486	46200	4511	1680	3083.00	13273.0
18216	"&scorr;&sweep;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	17798.0
10102	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	18.845	6.846	11.999	37	13303	13218	46200	4511	1680	3083.00	12781.0
4250	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"	17.997	6.255	11.742	35	14241	14156	46200	4511	1680	3083.00	13772.0
359	"&scorr;&sweep;&synch2;&dch;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.308	6.925	12.383	36	13213	13128	46200	4511	1680	3389.00	12715.0
13652	"&scorr;&sweep;&syn3;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.409	7.218	14.191	34	12880	12795	46200	4511	1680	2884.00	12211.0
11054	"&scorr;&sweep;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&st;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.318	6.853	12.465	36	13041	12956	46200	4511	1680	3084.00	12574.0
6689	"&scorr;&sweep;&dch -f;&dc2;&b -d;&syn2;&if -W 300 -K 6 -v;&mfs;
"	22.482	7.552	14.930	34	13067	12982	46200	4511	1680	3325.00	12516.0
9917	"&scorr;&sweep;&b -d;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.320	6.853	12.467	36	13042	12957	46200	4511	1680	3083.00	12732.0
2296	"&scorr;&sweep;&dc2;&synch2;&dch;&if -W 300 -K 6 -v;&mfs;
"	19.082	6.816	12.266	36	12998	12913	46200	4511	1680	3388.00	12453.0
11974	"&scorr;&sweep;&b;&dc2;&b;&syn4;&if -W 300 -K 6 -v;&mfs;
"	26.878	8.621	18.257	33	13242	13157	46200	4511	1680	3629.00	12758.0
18146	"&scorr;&sweep;&syn3;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	15505.0
5767	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&b;&dc2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.329	6.835	12.494	36	12978	12893	46200	4511	1680	3085.00	12469.0
3565	"&scorr;&sweep;&synch2;&syn2;&syn4;&dc2;&if -W 300 -K 6 -v;&mfs;
"	21.039	7.297	13.742	35	13715	13630	46200	4511	1680	3085.00	13254.0
18224	"&scorr;&sweep;&dch;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	16963.0
18045	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&st;&if -W 300 -x -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	17320.0
14447	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -y -K 6;&syn3;&b;&if -W 300 -K 6 -v;&mfs;
"	20.514	7.101	13.413	35	12797	12712	46200	4511	1680	3084.00	12312.0
2378	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&dch -f;&if -W 300 -K 6 -v;&mfs;
"	18.796	6.808	11.988	37	13268	13183	46200	4511	1680	3187.00	12653.0
7049	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	17.793	6.474	11.319	37	12999	12914	46200	4511	1680	2884.00	12353.0
19564	"&scorr;&sweep;&if -W 300 -x -K 6;&dch;&dc2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	17.820	7.197	10.623	41	13472	13387	46200	4511	1680	3085.00	12940.0
10902	"&scorr;&sweep;&dch;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&if -W 300 -K 6 -v;&mfs;
"	18.551	6.722	11.829	37	12882	12797	46200	4511	1680	2884.00	12217.0
1716	"&scorr;&sweep;&if -W 300 -y -K 6;&synch2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.108	6.686	12.422	35	13298	13213	46200	4511	1680	3082.00	12780.0
9583	"&scorr;&sweep;&if -W 300 -g -K 6;&dch -f;&b -d;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.081	7.094	12.987	36	13040	12955	46200	4511	1680	3085.00	12526.0
18655	"&scorr;&sweep;&if -W 300 -g -K 6;&syn2;&dch;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	15598.0
15120	"&scorr;&sweep;&dc2;&syn2;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	18.604	6.580	12.024	36	13067	12982	46200	4511	1680	3084.00	12562.0
17989	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&synch2;&if -W 300 -x -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	15788.0
12192	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.573	7.101	13.472	35	13241	13156	46200	4511	1680	2884.00	12570.0
13664	"&scorr;&sweep;&dc2;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&if -W 300 -K 6 -v;&mfs;
"	19.041	6.722	12.319	36	13075	12990	46200	4511	1680	3187.00	12427.0
5390	"&scorr;&sweep;&dc2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&if -W 300 -K 6 -v;&mfs;
"	17.869	6.273	11.596	36	13389	13304	46200	4511	1680	2883.00	12740.0
7206	"&scorr;&sweep;&dch;&synch2;&if -W 300 -g -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.213	6.846	12.367	36	12877	12792	46200	4511	1680	3085.00	12316.0
2609	"&scorr;&sweep;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&mfs;
"	18.015	6.314	11.701	36	13070	12985	46200	4511	1680	3187.00	12421.0
3189	"&scorr;&sweep;&dch -f;&syn3;&syn2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	25.621	8.231	17.390	33	12875	12790	46200	4511	1680	3325.00	12331.0
20954	"&scorr;&sweep;&dch;&dch -f;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.366	6.339	12.027	35	13216	13131	46200	4511	1680	3085.00	12656.0
7610	"&scorr;&sweep;&if -W 300 -y -K 6;&dch;&synch2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	18.822	6.801	12.021	37	13108	13023	46200	4511	1680	3084.00	12610.0
4146	"&scorr;&sweep;&syn3;&syn2;&if -W 300 -x -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.984	7.218	13.766	35	12926	12841	46200	4511	1680	3085.00	12444.0
5156	"&scorr;&sweep;&b;&syn4;&dch -f;&dc2;&if -W 300 -K 6 -v;&mfs;
"	26.254	8.497	17.757	33	13551	13466	46200	4511	1680	3629.00	12935.0
13008	"&scorr;&sweep;&syn3;&b;&synch2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.181	7.297	13.884	35	13157	13072	46200	4511	1680	3386.00	12641.0
19781	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dch -f;&syn2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.194	7.821	10.373	43	12950	12865	46200	4511	1680	3085.00	12443.0
7120	"&scorr;&sweep;&if -W 300 -y -K 6;&syn4;&if -W 300 -g -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.772	6.970	12.802	36	12896	12811	46200	4511	1680	3083.00	12358.0
6895	"&scorr;&sweep;&if -W 300 -g -K 6;&syn2;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.494	6.828	13.666	34	12945	12860	46200	4511	1680	3083.00	12478.0
10413	"&scorr;&sweep;&dch -f;&dc2;&dch;&syn3;&if -W 300 -K 6 -v;&mfs;
"	23.392	8.001	15.391	35	13021	12936	46200	4511	1680	3629.00	12472.0
2976	"&scorr;&sweep;&if -W 300 -y -K 6;&syn2;&dc2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.126	6.952	13.174	35	13105	13020	46200	4511	1680	3085.00	12645.0
2014	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;
"	19.484	6.719	12.765	35	12469	12384	46200	4511	1680	3187.00	11817.0
18376	"&scorr;&sweep;&if -W 300 -y -K 6;&synch2;&if -W 300 -y -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	16934.0
12185	"&scorr;&sweep;&b -d;&syn2;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.042	7.101	13.941	34	13246	13161	46200	4511	1680	3325.00	12788.0
12607	"&scorr;&sweep;&if -W 300 -g -K 6;&syn4;&if -W 300 -g -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.375	7.218	14.157	34	13289	13204	46200	4511	1680	3083.00	12808.0
18005	"&scorr;&sweep;&syn2;&dch -f;&if -W 300 -x -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	15749.0
20793	"&scorr;&sweep;&syn4;&dc2;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	20.788	7.094	13.694	35	13591	13506	46200	4511	1680	3085.00	13024.0
9861	"&scorr;&sweep;&b -d;&syn4;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	22.677	7.590	15.087	34	13023	12938	46200	4511	1680	3325.00	12462.0
16966	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&syn2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	16981.0
11285	"&scorr;&sweep;&syn2;&if -W 300 -g -K 6;&dc2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	23.156	7.590	15.566	33	13148	13063	46200	4511	1680	3084.00	12703.0
7621	"&scorr;&sweep;&b -d;&dch -f;&synch2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	18.418	6.598	11.820	36	13354	13269	46200	4511	1680	3084.00	12933.0
16369	"&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	19.637	6.846	12.791	35	12937	12852	46200	4511	1680	2883.00	12310.0
865	"&scorr;&sweep;&dch -f;&b;&syn4;&if -W 300 -K 6 -v;&mfs;
"	23.557	7.676	15.881	33	13135	13050	46200	4511	1680	3629.00	12542.0
10072	"&scorr;&sweep;&if -W 300 -x -K 6;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.479	6.977	12.502	36	13110	13025	46200	4511	1680	3083.00	12626.0
8644	"&scorr;&sweep;&if -W 300 -x -K 6;&dc2;&syn2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.368	6.835	12.533	36	13084	12999	46200	4511	1680	3084.00	12569.0
10345	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&synch2;&synch2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	18.917	6.496	12.421	35	12855	12770	46200	4511	1680	3385.00	12379.0
5108	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&st;&dch;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.748	6.907	11.841	37	13300	13215	46200	4511	1680	3186.00	12734.0
12148	"&scorr;&sweep;&dch;&if -W 300 -K 6 -v;&mfs;&st;&b;&syn4;&if -W 300 -K 6 -v;&mfs;
"	22.051	7.636	14.415	35	13194	13109	46200	4511	1680	3628.00	12573.0
16908	"&scorr;&sweep;&dch;&syn3;&syn2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	15334.0
9301	"&scorr;&sweep;&b -d;&b -d;&b;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.593	6.704	12.889	35	13054	12969	46200	4511	1680	3628.00	12572.0
2023	"&scorr;&sweep;&if -W 300 -g -K 6;&syn4;&synch2;&if -W 300 -K 6 -v;&mfs;
"	18.259	6.659	11.600	37	12852	12767	46200	4511	1680	3083.00	12297.0
7500	"&scorr;&sweep;&dch;&syn3;&synch2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.696	6.645	13.051	34	12844	12759	46200	4511	1680	3085.00	12293.0
14809	"&scorr;&sweep;&dch -f;&if -W 300 -x -K 6;&b;&b;&if -W 300 -K 6 -v;&mfs;
"	20.562	6.959	13.603	34	13025	12940	46200	4511	1680	3084.00	12471.0
7134	"&scorr;&sweep;&if -W 300 -y -K 6;&b;&if -W 300 -g -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.829	6.828	13.001	35	13041	12956	46200	4511	1680	3083.00	12594.0
600	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&st;&syn2;&if -W 300 -K 6 -v;&mfs;
"	18.662	6.605	12.057	36	13033	12948	46200	4511	1680	2884.00	12396.0
5660	"&scorr;&sweep;&b;&dch -f;&if -W 300 -K 6 -v;&st;&dc2;&if -W 300 -K 6 -v;&mfs;
"	22.552	7.877	14.675	35	13184	13099	46200	4511	1680	3628.00	12734.0
6946	"&scorr;&sweep;&syn3;&b -d;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.424	6.828	13.596	34	12900	12815	46200	4511	1680	3083.00	12447.0
16394	"&scorr;&sweep;&dc2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	17.855	6.334	11.521	36	13098	13013	46200	4511	1680	2883.00	12468.0
9915	"&scorr;&sweep;&syn4;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.363	7.094	13.269	35	13002	12917	46200	4511	1680	3085.00	12492.0
8595	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dch;&dc2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.182	6.846	12.336	36	12895	12810	46200	4511	1680	3387.00	12342.0
15385	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&b -d;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	18.752	6.729	12.023	36	13354	13269	46200	4511	1680	3083.00	12956.0
3512	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&dch -f;&syn3;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.399	6.925	12.474	36	12965	12880	46200	4511	1680	3186.00	12355.0
5836	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&dc2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.383	7.162	13.221	36	12955	12870	46200	4511	1680	2883.00	12350.0
5120	"&scorr;&sweep;&dch;&dc2;&dch -f;&dc2;&if -W 300 -K 6 -v;&mfs;
"	23.607	8.001	15.606	34	13387	13302	46200	4511	1680	3628.00	12890.0
1381	"&scorr;&sweep;&synch2;&if -W 300 -K 6 -v;&st;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	15376.0
14498	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&b;&if -W 300 -K 6 -v;&mfs;
"	19.107	6.580	12.527	35	12700	12615	46200	4511	1680	2884.00	12040.0
11435	"&scorr;&sweep;&dch -f;&syn4;&syn2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	25.771	8.497	17.274	33	12936	12851	46200	4511	1680	3326.00	12361.0
16629	"&scorr;&sweep;&dch -f;&dch;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	23.305	7.676	15.629	33	12980	12895	46200	4511	1680	3629.00	12447.0
17545	"&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&b;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	16414.0
10536	"&scorr;&sweep;&if -W 300 -y -K 6;&synch2;&dch;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.693	7.049	13.644	35	13040	12955	46200	4511	1680	3084.00	12511.0
4543	"&scorr;&sweep;&if -W 300 -g -K 6;&syn2;&if -W 300 -y -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.382	6.686	12.696	35	13126	13041	46200	4511	1680	3085.00	12708.0
10118	"&scorr;&sweep;&dch;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	18.808	6.521	12.287	35	12950	12865	46200	4511	1680	3083.00	12377.0
6905	"&scorr;&sweep;&syn4;&syn3;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	21.196	7.200	13.996	34	12818	12733	46200	4511	1680	3085.00	12247.0
20741	"&scorr;&sweep;&if -W 300 -g -K 6;&dch;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.913	6.620	12.293	36	13669	13584	46200	4511	1680	3085.00	13100.0
2741	"&scorr;&sweep;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&mfs;
"	20.134	7.264	12.870	37	13033	12948	46200	4511	1680	3627.00	12350.0
13751	"&scorr;&sweep;&syn4;&syn2;&if -W 300 -K 6 -v;&st;&syn4;&if -W 300 -K 6 -v;&mfs;
"	22.465	7.342	15.123	33	13179	13094	46200	4511	1680	3326.00	12633.0
19202	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	18863.0
16872	"&scorr;&sweep;&syn3;&dc2;&syn2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	15313.0
21131	"&scorr;&sweep;&b -d;&dch;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.339	6.411	11.928	35	13973	13888	46200	4511	1680	3085.00	13508.0
6910	"&scorr;&sweep;&if -W 300 -y -K 6;&syn3;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.724	6.828	12.896	35	12871	12786	46200	4511	1680	3082.00	12381.0
15509	"&scorr;&sweep;&dch -f;&dc2;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	18.355	6.580	11.775	36	13173	13088	46200	4511	1680	3084.00	12638.0
15536	"&scorr;&sweep;&dch;&syn3;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	19.618	6.959	12.659	36	13065	12980	46200	4511	1680	3084.00	12520.0
11113	"&scorr;&sweep;&dch -f;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&st;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.316	6.835	12.481	36	12889	12804	46200	4511	1680	3083.00	12315.0
2039	"&scorr;&sweep;&synch2;&b;&synch2;&if -W 300 -K 6 -v;&mfs;
"	19.357	6.835	12.522	36	12833	12748	46200	4511	1680	3385.00	12351.0
15439	"&scorr;&sweep;&dch -f;&synch2;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	18.904	6.686	12.218	36	13032	12947	46200	4511	1680	3084.00	12488.0
4788	"&scorr;&sweep;&dc2;&b -d;&synch2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.255	6.677	11.578	37	13246	13161	46200	4511	1680	3388.00	12710.0
4317	"&scorr;&sweep;&b -d;&if -W 300 -K 6 -v;&st;&if -W 300 -x -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"										1843.00	17697.0
16047	"&scorr;&sweep;&syn4;&dch -f;&dch;&b;&if -W 300 -K 6 -v;&mfs;
"	26.209	8.497	17.712	33	13560	13475	46200	4511	1680	3629.00	12955.0
3181	"&scorr;&sweep;&syn4;&syn3;&syn2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	25.936	8.497	17.439	33	12991	12906	46200	4511	1680	3325.00	12449.0
10113	"&scorr;&sweep;&b -d;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.165	6.686	12.479	35	13153	13068	46200	4511	1680	3083.00	12821.0
2254	"&scorr;&sweep;&dc2;&if -W 300 -x -K 6;&dch;&if -W 300 -K 6 -v;&mfs;
"	19.017	6.783	12.234	36	13352	13267	46200	4511	1680	3086.00	12831.0
18686	"&scorr;&sweep;&dch;&syn4;&dch;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1842.00	17192.0
7159	"&scorr;&sweep;&b -d;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.594	6.719	12.875	35	13174	13089	46200	4511	1680	3083.00	12786.0
19614	"&scorr;&sweep;&dc2;&dc2;&syn2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.485	6.397	12.088	35	13134	13049	46200	4511	1680	3084.00	12587.0
18695	"&scorr;&sweep;&b -d;&b;&dch;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	16735.0
11361	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	19.806	6.970	12.836	36	13056	12971	46200	4511	1680	2884.00	12402.0
17594	"&scorr;&sweep;&dch;&synch2;&b;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	16219.0
3273	"&scorr;&sweep;&dch -f;&if -W 300 -y -K 6;&syn2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.069	6.769	13.300	34	13101	13016	46200	4511	1680	3085.00	12536.0
5517	"&scorr;&sweep;&syn2;&syn2;&if -W 300 -K 6 -v;&st;&dc2;&if -W 300 -K 6 -v;&mfs;
"	25.407	8.373	17.034	33	13002	12917	46200	4511	1680	3325.00	12513.0
12627	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -g -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.510	7.049	13.461	35	13378	13293	46200	4511	1680	3083.00	12948.0
4744	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&synch2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.203	6.765	12.438	36	12755	12670	46200	4511	1680	2883.00	12154.0
20615	"&scorr;&sweep;&if -W 300 -g -K 6;&syn2;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.551	6.562	11.989	36	13231	13146	46200	4511	1680	3083.00	12764.0
4912	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&st;&synch2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.324	6.641	11.683	37	13297	13212	46200	4511	1680	3186.00	12709.0
6993	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	17.777	6.456	11.321	37	13291	13206	46200	4511	1680	3083.00	12785.0
161	"&scorr;&sweep;&if -W 300 -g -K 6;&dch;&if -W 300 -K 6 -v;&mfs;
"	18.649	6.569	12.080	36	13401	13316	46200	4511	1680	3087.00	12894.0
497	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	17.814	6.314	11.500	36	13328	13243	46200	4511	1680	3083.00	12870.0
7723	"&scorr;&sweep;&synch2;&b;&dch;&syn2;&if -W 300 -K 6 -v;&mfs;
"	21.605	7.421	14.184	35	12880	12795	46200	4511	1680	3085.00	12406.0
3477	"&scorr;&sweep;&b -d;&synch2;&syn3;&dc2;&if -W 300 -K 6 -v;&mfs;
"	21.052	7.297	13.755	35	13076	12991	46200	4511	1680	3388.00	12654.0
18099	"&scorr;&sweep;&dch -f;&syn4;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1842.00	17586.0
7922	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&b;&dch -f;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.458	6.959	13.499	35	12948	12863	46200	4511	1680	2883.00	12336.0
908	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	18.640	6.598	12.042	36	13300	13215	46200	4511	1680	2883.00	12647.0
18909	"&scorr;&sweep;&synch2;&b -d;&dch -f;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	17303.0
19852	"&scorr;&sweep;&dc2;&syn4;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.407	7.056	12.351	37	12901	12816	46200	4511	1680	3084.00	12349.0
6047	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dch;&syn2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.761	6.970	12.791	36	12876	12791	46200	4511	1680	3084.00	12342.0
16820	"&scorr;&sweep;&if -W 300 -x -K 6;&dch;&dc2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	16987.0
20542	"&scorr;&sweep;&b;&dch;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"										1790.00	16435.0
12011	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&syn3;&b;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.706	7.173	13.533	35	13303	13218	46200	4511	1680	3388.00	12830.0
19503	"&scorr;&sweep;&syn2;&if -W 300 -x -K 6;&dc2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.560	6.790	11.770	37	13343	13258	46200	4511	1680	3083.00	12922.0
11704	"&scorr;&sweep;&dc2;&synch2;&syn3;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.187	7.031	13.156	35	13080	12995	46200	4511	1680	3387.00	12539.0
17627	"&scorr;&sweep;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&b;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	17147.0
